     seq      time                                  scheduled_show                                        show                                                                           episode                                        artist                                                      track
115  115   2:57 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                                       Yesness                                          Occasional Grape?
116  116   3:00 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                              Men Without Hats                                                   Security
117  117   3:04 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                                     TWIN NOIR                                             Schwarze Katze
118  118   3:07 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                                   The Passage                                                       XOYO
119  119   3:11 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                                 Silicon Teens                                                Let’s Dance
120  120   3:14 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                                     Taxi-Girl                                                  Mannequin
121  121   3:19 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                                       Yesness                                             Horror Snuggle
122  122   3:22 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                              A Taste of Honey                                                   Sukiyaki
123  123   3:22 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                                     Champaign                                                  Try Again
124  124   3:29 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                                Brenda Russell                                          So Good, So Right
125  125   3:32 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                                       Jordana                                                 Like A Dog
126  126   3:32 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                        Franke & The Knockouts                                                 Sweetheart
127  127   3:39 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                                       Yesness                                     Non-incredible Visitor
128  128   3:44 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                                     Liz Phair                                               Fuck and Run
129  129   3:47 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                                  The Spinanes                                                   Spitfire
130  130   3:50 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                                      Sex Week                                            Angel Blessings
131  131   3:53 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                              The Afghan Whigs                                                   Debonair
132  132   3:58 PM                GUNS OR BUTTER with Keith Sawyer                              GUNS OR BUTTER                                                                               #39                                       Yesness                                   Not So Sorry Now Are You
133  133   4:01 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                               #22                          Horse Jumper of Love                                                    Airport
134  134   4:04 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                               #22                               Strange Mangers                                                     Lurker
135  135   4:08 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                               #22                               Squirrel Flower                                           Daylight Savings
136  136   4:11 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                               #22                                     Palehound                                               Flowing Over
137  137   4:15 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                               #22                                  Speedy Ortiz                                            American Horror
138  138   4:19 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                               #22                                         Ovlov                                        The Great Crocodile
139  139   4:19 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                               #22                                   Bent Shapes                                       What We Do Is Public
140  140   4:28 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                               #22                                 Infinity Girl                                                      Heavy
141  141   4:34 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                         Friko                                             When You Sleep
142  142   4:38 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                Dutch Interior                                           Sandcastle Molds
143  143   4:41 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                       BAMBARA                                                 Pray To Me
144  144   4:44 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                       The Men                                                       Pony
145  145   4:47 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                      Courting                                               Pause at You
146  146   4:50 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                 Lavendar Blue                                                   Wishbone
147  147   4:54 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                    Autocamper                                                    Ken Hom
148  148   4:56 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                   SACRED PAWS                                                Another Day
149  149   4:59 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                    Witch Post                                                  Chill Out
150  150   5:02 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                       Fat Dog                                                 Peace Song
151  151   5:07 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                 Soft Plastics                                                     Drown!
152  152   5:11 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                     fish narc                                                 my ceiling
153  153   5:13 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                       Gleemer                                                 Half Smile
154  154   5:17 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                          FACS                                                Desire Path
155  155   5:19 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                       Ex-Vöid                                                    Pinhead
156  156   5:22 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                  Intermission                                               Ball n Chain
157  157   5:24 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                      TV Girl & George Clanton                                               Fauxllennium
158  158   5:27 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                  Dream, Ivory                                               Bullet Train
159  159   5:30 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                    Freak Slug                                                 Sexy Lemon
160  160   5:34 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                   Kassie Krut                                                 Racing Man
161  161   5:37 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                      Lean Low                         Out Of Rhythm (feat. Jaydonclover)
162  162   5:46 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                     Ela Minus                                                    UPWARDS
163  163   5:49 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                       Shygirl                                Immaculate (feat. Saweetie)
164  164   5:51 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                      DJ Lycox                                               Pedale Ku El
165  165   5:54 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                          FKA twigs & Koreless                                             Drums of Death
166  166   5:57 PM                     ALLSTON PUDDING with Dillon                             ALLSTON PUDDING                                                                        Talk Break                                        HiTech                              SHADOWREALM (feat. Zelooperz)
167  167   6:01 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                                     Wireheads                                                  Hook Echo
168  168   6:05 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                                     Automatic                                                        NRG
169  169   6:08 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                                      Dog Race                                                 The Leader
170  170   6:12 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                                        Gustaf                                                       Mine
171  171   6:15 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                                        Pixies                                        You're So Impatient
172  172   6:17 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                              Blondshell,Bully                                       Docket (feat. Bully)
173  173   6:20 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                                       SPRINTS                                                      Heavy
174  174   6:24 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                            Thee Oh Sees,Osees                                             Pixelated Moon
175  175   6:27 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                           Julien Baker,TORRES                                          Sugar in the Tank
176  176   6:31 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                                      Pavement                                              Cut Your Hair
177  177   6:34 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                                          Twen                                                     Stunts
178  178   6:38 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                                Lunar Vacation                                                        Tom
179  179   6:41 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                                    Twin Peaks                                           Making Breakfast
180  180   6:43 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                                       Alvvays                                            Adult Diversion
181  181   6:48 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                                        Mitski                     My Body's Made of Crushed Little Stars
182  182   6:50 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                           Shannon & The Clams                             The Moon Is In The Wrong Place
183  183   6:53 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                                     Horsegirl                                                 Anti-glory
184  184   6:56 PM                             RAT FEVER with Nick                                   RAT FEVER                                                                              #158                                     Slow Pulp                                        Hanging By A Moment
185  185   7:01 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #18                              The Middle Class                                        A Blueprint For Joy
186  186   7:04 PM       POLICYMAKER RADIO HOUR with Mike Fournier                                 POLICYMAKER                                                                               #18                                    Fun Faacts                                             Sad At The Gym
