     seq      time                                             scheduled_show                show                              episode                                          artist                                                                                                                             track
28    28   9:37 AM                         VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                              unknown                             Sophie Ellis-Bextor                                                                                                                         Catch You
29    29   9:37 AM                         VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                              unknown                         Queens of the Stone Age                                                                                                            The Way You Used To Do
30    30   9:37 AM                         VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                              unknown                                          Sponge                                                                                                                    Girls and Boys
31    31   9:37 AM                         VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                              unknown                                 Concrete Blonde                                                                                                                Still In Hollywood
32    32   9:37 AM                         VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                              unknown                                      Eurythmics                                                                                                                    Missionary Man
33    33   9:57 AM                         VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL             Thank you for listening!                                     Cheap Trick                                                                                                                       Girlfriends
34    34   9:57 AM                         VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL             Thank you for listening!                                      Steely Dan                                                                                                                      Black Friday
35    35  10:04 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                      The Chills                                                                                                   The Oncoming Day (1987 Version)
36    36  10:07 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                          Spouse                                                                                                               Marbles (Supraphon)
37    37  10:11 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                         Marbles                                                                                                                         Telescope
38    38  10:11 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                               Balanescu Quartet                                                                                                                             Model
39    39  10:11 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                Childish Gambino                                                                                                                          Atavista
40    40  10:22 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                Childish Gambino                                                                                                                        Algorhythm
41    41  10:26 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                       Nick Ward                                                                                                                           Control
42    42  10:29 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                    Sky Ferreira                                                                                                                             Leash
43    43  10:33 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                   Class Actress                                                                                                          Love Me Like You Used To
44    44  10:35 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                            Voice of the Beehive                                                                                                               Monsters and Angels
45    45  10:35 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                   Yeah Yeah Yeahs & Boy Harsher                                                                                                          Wolf (Boy Harsher Remix)
46    46  10:35 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                   Yeah Yeah Yeahs & Boy Harsher                                                                                                          Wolf (Boy Harsher Remix)
47    47  10:35 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                   Leonard Nimoy                                                                                                     Music to Watch Space Girls By
48    48  10:47 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                      Joe DeVito                                                                                                              Deny, Defend, Depose
49    49  10:47 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                           54-40                                                                                                                       Ocean Pearl
50    50  10:53 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                    The Peddlers                                                                                                On a Clear Day You Can See Forever
51    51  10:56 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                        Kim Deal                                                                                                                    Crystal Breath
52    52  11:00 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                    Depeche Mode                                                                                                           Never Let Me Down Again
53    53  11:04 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                   The Beta Band                                                                                                                     Inner Meet Me
54    54  11:04 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                               Belle & Sebastian                                                                                                  Everything Is Now [Instrumental]
55    55  11:13 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                           Beeef                                                                                                     I Wish It Was Christmas Today
56    56  11:13 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                             The Magnetic Fields                                                                                              Everything Is One Big Christmas Tree
57    57  11:19 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                      Tom Lehrer                                                                                                                 A Christmas Carol
58    58  11:20 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                Perry Como & The Fontane Sisters                                                                                       It's Beginning to Look a Lot Like Christmas
59    59  11:23 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                     Bing Crosby                                                                                                            Christmas In Killarney
60    60  11:23 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                The Blarney Lads                                                                                                                  Muirsheen Durkin
61    61  11:28 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                Jonathan Coulton & John Roderick                                                                                                                              2600
62    62  11:29 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                         Pas/Cal                                                                                                                  Little Red Radio
63    63  11:32 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                      Iced Shank                                                                                                                          Yule Log
64    64  11:34 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                          Kibble                                                                                                                    Warm Fireplace
65    65  11:36 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                     Grace Jones                                                                                                            The Little Drummer Boy
66    66  11:36 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                               The Dream Academy                                                                        Please Please Please Let Me Get What I Want (Instrumental)
67    67  11:41 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                              Lindsey Buckingham                                                                                                                      Holiday Road
68    68  11:43 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                  The Beach Boys                                                                                                                 Little Saint Nick
69    69  11:43 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                       The Kinks                                                                                                                  Father Christmas
70    70  11:43 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                    Future Teens                                                                                                                   Regift my Heart
71    71  11:43 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                            They Might Be Giants                                                                                                                     Santa's Beard
72    72  11:52 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                             Bob & Doug McKenzie                                                                                                      The Twelve Days of Christmas
73    73  11:52 AM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                             "Weird Al" Yankovic                                                                                                          Christmas At Ground Zero
74    74  12:02 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                  The Waitresses                                                                                                                Christmas Wrapping
75    75  12:02 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                 Jerry Goldsmith                                                                                                    The Gremlin Rag (Full Version)
76    76  12:02 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                   Abbie Barrett                                                                                                                    Christmas Star
77    77  12:02 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                     David Bowie                                                                                                                           Starman
78    78  12:02 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                           Wham!                                                                                                                    Last Christmas
79    79  12:21 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                Jackie DeShannon                                                                                                   Put A Little Love In Your Heart
80    80  12:21 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                               Howard Huntsberry                                                                                    (Your Love Keeps Lifting Me) Higher And Higher
81    81  12:29 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                      South Park                                                                                                       What Would Brian Boitano Do
82    82  12:30 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                 Elmer Bernstein                                                                                                                  Jamaican Bye Bye
83    83  12:35 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                  José Feliciano                                                                                                                     Feliz Navidad
84    84  12:35 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!               Bing Crosby & The Andrews Sisters                                                                                                                   Mele Kalikimaka
85    85  12:40 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                               Steve Miller Band                                                                                                                 Fly Like an Eagle
86    86  12:44 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                      Steely Dan                                                                                                                               Aja
87    87   1:01 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                            Mylo                                                                                                                        In My Arms
88    88   1:01 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                        The Cure                                                                                                                   Pictures of You
89    89   1:01 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                            Muse                                                                                                               Undisclosed Desires
90    90   1:23 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                       Discovery                                                                                                                         So Insane
91    91   1:26 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                        Hot Chip                                                                                                               No Fit State (Edit)
92    92   1:26 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                             The Magnetic Fields                                                                                                        Save A Secret For The Moon
93    93   1:34 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                     Yo La Tengo                                                                                                               You Can Have It All
94    94   1:39 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                            a-ha                                                                                                                        Take On Me
95    95   1:42 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                  Shiny Toy Guns                                                                                                                         Major Tom
96    96   1:46 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                    Depeche Mode                                                                                                                          Stripped
97    97   1:46 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                        Ministry                                                                                                                   All Day (Remix)
98    98   1:46 PM                                    UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL             Thank you for listening!                                      The Queers                                                                                                                 Born to Do Dishes
99    99   2:01 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                  #80                                      JW Francis                                                                                                                Turtleneck Weather
100  100   2:01 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                  #80                                         sad dad                                                                                                                         Heartache
101  101   2:09 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                        Best of 2024!                                  Fontaines D.C.                                                                                                                         Favourite
102  102   2:20 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                        Best of 2024!                                    Chime School                                                                                                                    Wandering Song
103  103   2:24 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                        Best of 2024!                                       Wild Pink                                                                                                                    Sprinter Brain
104  104   2:27 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                        Best of 2024!                                 Suki Waterhouse                                                                                                                          Supersad
105  105   2:30 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                        Best of 2024!                                            Ride                                                                                                                        Peace Sign
106  106   2:30 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                        Best of 2024!                                      Ducks Ltd.                                                                                                            On Our Way To the Rave
107  107   2:40 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                        Best of 2024!                                   Magdalena Bay                                                                                                                             Image
108  108   2:44 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                        Best of 2024!                                    Jelani Aryeh                                                                                                                       I'm in Love
109  109   2:48 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                        Best of 2024!                                       The Smile                                                                                                                Friend of a Friend
110  110   2:52 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                        Best of 2024!                                     veronicavon                                                                                                                             Party
111  111   2:52 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                        Best of 2024!                                    topographies                                                                                                                              Arch
112  112   2:52 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                        Best of 2024!                                   Molly Nilsson                                                                                                                         Excalibur
113  113   3:04 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY       Weird and Jangly? Who's To Say                                 Vampire Weekend                                                                                                                         Classical
114  114   3:08 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY       Weird and Jangly? Who's To Say                                    Teenage Dads                                                                                                                        Speedracer
115  115   3:11 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY       Weird and Jangly? Who's To Say                                      Washed Out                                                                                                                  The Hardest Part
116  116   3:15 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY       Weird and Jangly? Who's To Say                                     Real Estate                                                                                                                 Water Underground
117  117   3:18 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY       Weird and Jangly? Who's To Say                                     Lightheaded                                                                                                                 Dawn Hush Lullaby
118  118   3:19 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY       Weird and Jangly? Who's To Say                                      Young Scum                                                                                                                   Peach Ice Cream
119  119   3:23 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY       Weird and Jangly? Who's To Say                                     Beach Bunny                                                                                                                           Vertigo
120  120   3:23 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY       Weird and Jangly? Who's To Say                                       Cindy Lee                                                                                                                   Flesh and Blood
121  121   3:35 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY  There's Always Time for the Weather                                 Adrianne Lenker                                                                                                                      Once a Bunch
122  122   3:35 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY  There's Always Time for the Weather                                     Waxahatchee                                                                                             Right Back to It (feat. MJ Lenderman)
123  123   3:44 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY  There's Always Time for the Weather                                     Bright Eyes                                                                                                                Bells and Whistles
124  124   3:48 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY  There's Always Time for the Weather                                    MJ Lenderman                                                                                                                 She's Leaving You
125  125   3:57 PM                                  ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                 The Bakersfield Boys                                            Korn                                                                                                                      Got the Life
126  126   4:01 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                          Future                                                                                                          Thought It Was a Drought
127  127   4:05 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                       Blink 182                                                                                                                             Josie
128  128   4:08 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                          Halsey                                                                                                                Lonely is the Muse
129  129   4:12 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                The Beastie Boys                                                                                                                     3 Minute Rule
130  130   4:16 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                              The Avett Brothers                                                                                                                      I Wish I Was
131  131   4:16 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                 Nine Inch Nails                                                                                                                     The Only Time
132  132   4:16 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                          Mogwai                                                                                                            Take Me Somewhere Nice
133  133   4:34 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                     Shallowater                                                                                                                          Birdshot
134  134   4:36 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                  Frédéric Chopin, Vanessa Perez                                                                                          24 Preludes, Op.28, No.1 Agitato C major
135  135   4:39 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                  Frédéric Chopin, Vanessa Perez                                                                                            24 Preludes, Op.28, No.2 Lento A minor
136  136   4:40 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                  Frédéric Chopin, Vanessa Perez                                                                                             24 Preludes, Op.28, No.4 LargoE minor
137  137   4:40 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                           Kendrick Lamar, Dody6                                                                                                                           hey now
138  138   4:47 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                       Jessamine                                                                                                                            Secret
139  139   4:51 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                    Wu Tang Clan                                                                                                                             Tearz
140  140   4:55 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                       Bob Dylan                                                                               Just Like Tom Thumb's Blues Live at Free Trade Hall
141  141   4:55 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                     Death Grips  You Might Think He Loves You for Your Money but I Know What He Really Loves You for It’s Your Brand New Leopard Skin Pillbox Hat
142  142   4:55 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                          Piglet                                                                                                                           Caramel
143  143   5:12 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                       Lifehouse                                                                                                                          Only One
144  144   5:17 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                   Cocteau Twins                                                                                                                      Fotzepolitic
145  145   5:17 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                 Ms. Lauryn Hill                                                                                                          Everything is Everything
146  146   5:29 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                      1900Rugrat                                                                                                                One Take Freestyle
147  147   5:32 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                    Uncertain FM                                                                                                       Yeah Right What's Happening
148  148   5:34 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                              The Mountain Goats                                                                                                                Resonant Bell Toll
149  149   5:37 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                           Shyne                                                                                                                          Bad Boyz
150  150   5:40 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                            22Gz                                                                                                             Sniper Gang Freestyle
151  151   5:42 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                     Frank Ocean                                                                                                                            Nights
152  152   5:42 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                        Dj Screw                                                                                                                  Screwed Up Click
153  153   5:42 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                      Pussy Riot                                                                                                                              1312
154  154   5:57 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                   Mark Knopfler                                                                                                                        Marbletown
155  155   5:59 PM                           UNKNOWN FREQUENCIES / YEAH RIGHT          YEAH RIGHT                                   #6                                          Prince                                                                                                                         The Cross
156  156   6:10 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                    Violet Grohl                                                                                                                      At Seventeen
157  157   6:10 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                    Violet Grohl                                                                                                                      At Seventeen
158  158   6:18 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                     Yo La Tengo                                                                                                               It’s Christmas Time
159  159   6:22 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                        Voiceguy                                                                                                              Carol of the Burgers
160  160   6:23 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                     Cut Chemist                                                                                                                Yuletide Throwdown
161  161   6:23 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                        A Plus D                                                                                                            Give the Jew Girl Toys
162  162   6:23 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                     Mojochronic                                                                                                                 Yuletide Zeppelin
163  163   6:35 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                    Flaming Lips                                                                                                             A Change At Christmas
164  164   6:39 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                Corporal Blossom                                                                                                                   White Christmas
165  165   6:39 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                     DJ Schmolli                                                                                               Wonderful Christmas Drive to Hollis
166  166   6:46 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                       Fay McKay                                                                                                              12 Daze of Christmas
167  167   6:50 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                         Ramones                                                                                                     I Don’t Want to Fight Tonight
168  168   6:52 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                           DJ BC                                                                                                                   Jingle Pressure
169  169   6:55 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6             Tyler the Creator feat. Jerry Paper                                                                                                                     Hot Chocolate
170  170   6:57 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                            Bono                                                     Bono reads John F. Dean’s Driving to Midnight Mass in Dublin on Christmas Eve
171  171   7:01 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                     Mojochronic                                                                                                                Merry Christmas 2U
172  172   7:01 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                      Khruangbin                                                                                                            Christmas Time is Here
173  173   7:09 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                      Khruangbin                                                                                                            Christmas Time is Here
174  174   7:12 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                Jose Van Haliano                                                                                                          Ain’t Talkin’ ‘bout Love
175  175   7:12 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                   Cocteau Twins                                                                                                              Pearly Dewdrops Drop
176  176   7:24 PM                              CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                   #6                                 Phoebe Bridgers                                                                                                                      So Much Wine
