     seq      time                                  scheduled_show                show                                                                           episode                                artist                                                                               track
49    49  11:04 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown                             The Muffs                                                                      Nothing for Me
50    50  11:06 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown                              Elastica                                                                               Smile
51    51  11:07 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown                          The Knitters                                                     Poor Little Critter On The Road
52    52  11:09 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown                          Beastie Boys                                                                    Dope Little Song
53    53  11:11 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown                           The Toadies                                                                    Mexican Hairless
54    54  11:14 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown                        Puddle of Mudd                                                                            Funk #49
55    55  11:17 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown                             Alabama 3                                                                Woke Up This Morning
56    56  11:20 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown                                ZZ Top                                                                              Loaded
57    57  11:24 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown                                 Sugar                                                                                Gift
58    58  11:28 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown                           Dave Davies                                                                She's Got Everything
59    59  11:35 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown                           Silverchair                                                                            Tomorrow
60    60  11:37 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown                             The Neats                                                                                 Six
61    61  11:41 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown                          Joan Osborne                                                                     Shake Your Hips
62    62  11:44 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown              The Pursuit of Happiness                                                                    I'm an Adult Now
63    63  11:47 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL                                                                           unknown                              Iggy Pop                                                                        Cry For Love
64    64  11:56 AM              VERY SELDOM CASUAL with Doug Adams  VERY SELDOM CASUAL  Thanks for listening! (All 'pronouncements' guaranteed lifted verbatim from the                     Big Audio Dynamite                                                                    Just Play Music!
65    65  12:01 AM                                         unknown  VERY SELDOM CASUAL  Thanks for listening! (All 'pronouncements' guaranteed lifted verbatim from the                             Whitehorse                                                       Mismatched Eyes (Live @ CJLO)
66    66  12:02 AM                                         unknown  VERY SELDOM CASUAL  Thanks for listening! (All 'pronouncements' guaranteed lifted verbatim from the                           The Kramdens                                                                      Can't Stand It
67    67  12:05 AM                                         unknown  VERY SELDOM CASUAL  Thanks for listening! (All 'pronouncements' guaranteed lifted verbatim from the                          Cuff the Duke                                                    Side by Side (feat. Basia Bulat)
68    68  12:09 AM                                         unknown  VERY SELDOM CASUAL  Thanks for listening! (All 'pronouncements' guaranteed lifted verbatim from the       Better Oblivion Community Center                                                                        Dylan Thomas
69    69  12:16 AM                                         unknown  RADIO FREE ENTROPY                                                               wElCoMe To ThE sHoW                       The Weakerthans                                                                         The Reasons
70    70  12:18 AM                                         unknown  RADIO FREE ENTROPY                                                               wElCoMe To ThE sHoW                       Letters to Cleo                                                                    Cruel To Be Kind
71    71  12:21 AM                                         unknown  RADIO FREE ENTROPY                                                               wElCoMe To ThE sHoW                            Helen Love                                                                   Debbie Loves Joey
72    72  12:24 AM                                         unknown  RADIO FREE ENTROPY                                                               wElCoMe To ThE sHoW                      The Linda Lindas                                                                Nothing Would Change
73    73  12:26 AM                                         unknown  RADIO FREE ENTROPY                                                               wElCoMe To ThE sHoW                              Cayetana                                                                    Hot Dad Calendar
74    74  12:30 AM                                         unknown  RADIO FREE ENTROPY                                                               wElCoMe To ThE sHoW                   Meet Me @ The Altar                                                                     Let's Just Live
75    75  12:33 AM                                         unknown  RADIO FREE ENTROPY                                                               wElCoMe To ThE sHoW                           Jimmy Doyle                                                              We're The Replacements
76    76  12:37 AM                                         unknown  RADIO FREE ENTROPY                                                               wElCoMe To ThE sHoW                      The Replacements                                                                    Left Of The Dial
77    77  12:42 AM                                         unknown  RADIO FREE ENTROPY                                                                        talk break                        The Lemonheads                                                                       Mrs. Robinson
78    78  12:44 AM                                         unknown  RADIO FREE ENTROPY                                                                        talk break                       The Smithereens                                                                     A Girl Like You
79    79  12:47 AM                                         unknown  RADIO FREE ENTROPY                                                                        talk break                             The Muffs                                                                             Changes
80    80  12:52 AM                                         unknown  RADIO FREE ENTROPY                                                                        talk break                       Concrete Blonde                                                              God Is A Bullet (Live)
81    81  12:56 AM                                         unknown  RADIO FREE ENTROPY                                                                        talk break                       The Sex Pistols                                                                          Lonely Boy
82    82   1:00 PM             RADIO FREE ENTROPY with Mike Tatroe  RADIO FREE ENTROPY                                                                        talk break                         The Only Ones                                                        Another Girl, Another Planet
83    83   1:03 PM             RADIO FREE ENTROPY with Mike Tatroe  RADIO FREE ENTROPY                                                                        talk break          Lee Baines + The Glory Fires                                                                    2-4-6-8 Motorway
84    84   1:06 PM             RADIO FREE ENTROPY with Mike Tatroe  RADIO FREE ENTROPY                                                                        talk break                            Mojo Nixon                                                            UFOs, Big Rigs &amp; BBQ
85    85   1:12 PM             RADIO FREE ENTROPY with Mike Tatroe  RADIO FREE ENTROPY                                                                        talk break                         David Gilmour                                           Yes, I Have Ghosts (feat. Romany Gilmour)
86    86   1:15 PM             RADIO FREE ENTROPY with Mike Tatroe  RADIO FREE ENTROPY                                                                        talk break                      The Decemberists                                                                     Make You Better
87    87   1:18 PM             RADIO FREE ENTROPY with Mike Tatroe  RADIO FREE ENTROPY                                                                        talk break                 The New Pornographers                                                                         Crash Years
88    88   1:23 PM             RADIO FREE ENTROPY with Mike Tatroe  RADIO FREE ENTROPY                                                                        talk break       Joan Jett &amp; The Blackhearts                                                                  Crimson and Clover
89    89   1:28 PM             RADIO FREE ENTROPY with Mike Tatroe  RADIO FREE ENTROPY                                                                        talk break                               Alvvays                                                                          Pharmacist
90    90   1:31 PM             RADIO FREE ENTROPY with Mike Tatroe  RADIO FREE ENTROPY                                                                        talk break                                Pixies  Wave of Mutilation (Live from Commodore Ballroom, Vancouver, BC. April 22nd, 2004)
91    91   1:33 PM             RADIO FREE ENTROPY with Mike Tatroe  RADIO FREE ENTROPY                                                                        talk break                                 Sugar                                                         If I Can't Change Your Mind
92    92   1:35 PM             RADIO FREE ENTROPY with Mike Tatroe  RADIO FREE ENTROPY                                                                        talk break                          Dinosaur Jr.                                                     Get Me (Live from The Sinclair)
93    93   1:38 PM             RADIO FREE ENTROPY with Mike Tatroe  RADIO FREE ENTROPY                                                                        talk break                              The Cure                                                                               Alone
94    94   1:44 PM             RADIO FREE ENTROPY with Mike Tatroe  RADIO FREE ENTROPY                                                                        talk break                       Nine Inch Nails                                                          All The Pigs, All Lined Up
95    95   1:53 PM             RADIO FREE ENTROPY with Mike Tatroe  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                             Tori Amos                                                                  Little Earthquakes
96    96   2:01 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                         Liquid Liquid                                                                              Cavern
97    97   2:02 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                            Roxy Music                                                                      More Than This
98    98   2:03 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                              PARCOURS                                                               Memories // Souvenirs
99    99   2:07 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                            The Police                                                                    Synchronicity II
100  100   2:10 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                          Simple Minds                                                                          Waterfront
101  101   2:14 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                                   SML                                                                            Industry
102  102   2:19 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                            Thin Lizzy                                                                           Jailbreak
103  103   2:22 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                                Karate                                                                          Defendants
104  104   2:26 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                      Blue Öyster Cult                                                                     Burnin' for You
105  105   2:28 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                             Head East                                                               Never Been Any Reason
106  106   2:33 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                                   SML                                                                      Feed The Birds
107  107   2:38 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                   Look Blue Go Purple                                                                          Cactus Cat
108  108   2:42 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                           Slack Times                                                                           Hatchback
109  109   2:45 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                              The Bats                                                                   Time to Get Ready
110  110   2:48 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                          Able Tasmans                                                                           Hold Me 1
111  111   2:53 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                                   SML                                                            History of Communication
112  112   2:57 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK              Martha &amp; The Muffins                                                                          Echo Beach
113  113   3:00 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                                  Rush                                                                    Time Stand Still
114  114   3:03 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                      She's In Parties                                                                             The Man
115  115   3:08 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                            Eurythmics                                                                 When Tomorrow Comes
116  116   3:11 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                                   SML                                                                    Three Over Steel
117  117   3:15 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                            Cornershop                                            Brimful Of Asha (Norman Cook Remix Edit)
118  118   3:19 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                            White Town                                                                          Your Woman
119  119   3:23 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                               Thandii                                                                                Past
120  120   3:27 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                                Anjali                                                                     Hymn To The Sun
121  121   3:31 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                                   SML                                                                   Search Bar Hi Hat
122  122   3:35 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                              The Fall                                                         The Man Whose Head Expanded
123  123   3:38 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                              Delivery                                                                           What For?
124  124   3:42 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                            John Otway                                                                           Headbutts
125  125   3:45 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                    John Cooper Clarke                                                                   Gimmix! Play Loud
126  126   3:48 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                              Ian Dury                                               Sex &amp; Drugs &amp; Rock &amp; Roll
127  127   3:52 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                                   SML                                                                    Dolphin Language
128  128   3:55 PM                GUNS OR BUTTER with Keith Sawyer  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                            Perry Como                                                                         Kewpie Doll
129  129   4:01 PM                     ALLSTON PUDDING with Dillon  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                          Really Great                                                                        If We Talked
130  130   4:02 PM                     ALLSTON PUDDING with Dillon  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                                (T-T)b                                                                      Hey, Creepshow
131  131   4:04 PM                     ALLSTON PUDDING with Dillon  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                          Lily Seabird                                                                Trash Mountain (1pm)
132  132   4:08 PM                     ALLSTON PUDDING with Dillon  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                                 Wooll                                                                             Thistle
133  133   4:12 PM                     ALLSTON PUDDING with Dillon  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                                jimrat                                                                               kneel
134  134   4:16 PM                     ALLSTON PUDDING with Dillon  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                            Noble Dust                                                                    Sleeping Lessons
135  135   4:19 PM                     ALLSTON PUDDING with Dillon  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK     Eph See &amp; Alexander the Grape                                                                           Let It Be
136  136   4:24 PM                     ALLSTON PUDDING with Dillon  RADIO FREE ENTROPY                                                          gOoD nIgHt AnD gOoD lUcK                                 V V N                                                                       Ring the Bell
137  137   4:29 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                                  Fust                                                                            Bleached
138  138   4:31 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break             Julien Baker &amp; TORRES                                                                              Sylvia
139  139   4:35 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                             A.L. West                                                                       Rabbitbrush 2
140  140   4:37 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                            Free Range                                                                              Hardly
141  141   4:41 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                        Dutch Interior                                                                       Fourth Street
142  142   4:44 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                             Mamalarky                                                                      Feels So Wrong
143  143   4:48 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                    Hooky &amp; Winter                                                                           horseshoe
144  144   4:51 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                       quickly quickly                                                                            Enything
145  145   4:53 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                                Grumpy                              Lonesome Ride (feat. Sidney Gish &amp; Precious Human)
146  146   4:58 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                           Kate Teague                                                                              Get By
147  147   5:05 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                                 Momma                                                                  I Want You (Fever)
148  148   5:07 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                                 Glare                                                                                Guts
149  149   5:10 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                                 High.                                                                             Catcher
150  150   5:14 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                               Star 99                                                                                Kill
151  151   5:18 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                              Courting                                                                           After You
152  152   5:20 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                                  DITZ                                                                                Four
153  153   5:23 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                           La Sécurité                                                                              Detour
154  154   5:26 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                               The Men                                                                           PO Box 96
155  155   5:29 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                        Lambrini Girls                                                  Nothing Tastes As Good As It Feels
156  156   5:31 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                                  FACS                                                                          You Future
157  157   5:38 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                                Desire                                                                           The Judge
158  158   5:40 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                            Mild Minds                                                                            I NEED U
159  159   5:44 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                         Lawrence Hart                                                                       Closer To You
160  160   5:47 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                              Villager                                                                               Dogma
161  161   5:51 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                camoufly &amp; Dazegxd                                                                  nothing left 2 say
162  162   5:56 PM                     ALLSTON PUDDING with Dillon     ALLSTON PUDDING                                                                        Talk Break                                lozeak                                                                               C'MON
163  163   6:01 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break                         Geordie Greep                                                                               Blues
164  164   6:02 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break                                 Squid                                                                        Building 650
165  165   6:08 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break                   Jonathan Fire Eater                                                           The Search For Cherry Red
166  166   6:12 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break                                 Stuck                                                                        The Punisher
167  167   6:16 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break                                 Beeef                                                                    Nice Clean Shirt
168  168   6:21 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break                      Courtney Barnett                                                                          Lotta Love
169  169   6:24 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break     Deep Sea Diver,Madison Cunningham                                                Let Me Go (feat. Madison Cunningham)
170  170   6:27 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break      The Pains Of Being Pure At Heart                                                                       Come Saturday
171  171   6:32 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break                         Billy Nomates                                                              blue bones (deathwish)
172  172   6:35 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break                                 Momma                                                                  I Want You (Fever)
173  173   6:38 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break                               Ex-Vöid                                                                                July
174  174   6:43 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break                                Deeper                                                                           This Heat
175  175   6:47 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break                             Meat Wave                                                                          Dehydrated
176  176   6:50 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break                             THUS LOVE                                                                        On The Floor
177  177   6:54 PM                             RAT FEVER with Nick     ALLSTON PUDDING                                                                        Talk Break                        Goat,MC Yallah                                                                            Nimerudi
178  178   7:02 PM       POLICYMAKER RADIO HOUR with Mike Fournier     ALLSTON PUDDING                                                                        Talk Break                            Gum Parker                                                                         Two Subarus
