     seq      time                        scheduled_show                show                                                                           episode                                        artist                                              track
38    38  10:10 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                 Soul Coughing                                 Soundtrack To Mary
39    39  10:10 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                               LCD Soundsystem                            X-Ray Eyes (86 NTS Mix)
40    40  10:10 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                           A Flock of Seagulls                                Space Age Love Song
41    41  10:10 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                  Memory Tapes                                            Bicycle
42    42  10:10 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                      Yeasayer                                             O.N.E.
43    43  10:10 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                         Sting                             Englishman In New York
44    44  10:36 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                               Berndt das Brot                                    Chill The Bread
45    45  10:41 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                  Art of Noise                                    Moments In Love
46    46  10:42 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                     Ty Segall                                       Just Give Up
47    47  10:42 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                               Raimondo Todaro                                   Stasera Mi Butto
48    48  10:42 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                 Bang On a Can                                                1/1
49    49  11:00 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                          Toto                                     Prophecy Theme
50    50  11:04 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                   David Bowie                                      Subterraneans
51    51  11:08 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                         Brian Eno & Roger Eno              By This River (Live at the Acropolis)
52    52  11:08 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                    Passengers                                     Beach Sequence
53    53  11:17 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                               Laurie Anderson           In Our Sleep (with Lou Reed & Brian Eno)
54    54  11:18 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                            U2                                           Babyface
55    55  11:18 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                  Jane Siberry                                             Temple
56    56  11:26 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                 Peter Gabriel                      Road to Joy (Bright-Side Mix)
57    57  11:32 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                   David Bowie                         A New Career in a New Town
58    58  11:38 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                     Brian Eno                                 Seven Deadly Finns
59    59  11:40 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                       Bauhaus                                        Third Uncle
60    60  11:40 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                          Devo                                Uncontrollable Urge
61    61  11:49 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                      Ultravox               The Wild, the Beautiful & the Damned
62    62  11:49 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                     Brian Eno                         Needles In The Camel's Eye
63    63  11:49 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                         Brian Eno & John Cale                                        Lay My Love
64    64  11:49 AM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                 Talking Heads                                    I'm Not in Love
65    65  12:07 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                    Roxy Music                                      Do the Strand
66    66  12:07 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                     David Byrne and Brian Eno                                  Strange Overtones
67    67  12:18 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                    Roxy Music                                   Love Is the Drug
68    68  12:22 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                            U2                        Pride (In the Name of Love)
69    69  12:26 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                         James                         Sometimes (Lester Piggott)
70    70  12:31 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                   David Bowie                                           "Heroes"
71    71  12:31 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                Chuck Mangione                               Cannonball Run Theme
72    72  12:31 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                            U2                     Where the Streets Have No Name
73    73  12:31 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                 Talking Heads                                 Once In a Lifetime
74    74  12:31 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                           MTM                                          MTM Kitty
75    75  12:31 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                       Brian Eno & David Byrne                                 America Is Waiting
76    76  12:58 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                      Slowdive                                               Sing
77    77   1:03 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                    Elvis Costello & Brian Eno                                       My Dark Life
78    78   1:03 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                               Sinéad O'Connor                                     No Man's Woman
79    79   1:13 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                      Coldplay                                        A L I E N S
80    80   1:17 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                 Peter Gabriel                        Road to Joy (Dark-Side Mix)
81    81   1:17 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                      Pavement                       Summer Babe (Winter Version)
82    82   1:17 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                            Japanese Breakfast                                           Be Sweet
83    83   1:44 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                   Yo La Tengo                                          Mr. Tough
84    84   1:48 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                          They Might Be Giants                                       Minimum Wage
85    85   1:49 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                 Sergio Mendes                     Waters of March (feat. Ledisi)
86    86   1:53 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                        Pixies                                     La La Love You
87    87   1:53 PM               UNCERTAIN TIMES with TJ  VERY SELDOM CASUAL  Thanks for listening! Even if you tried just a little! All 'pronouncements' guar                                  Bette Midler                                         Waterfalls
88    88   2:01 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                                                               #75                                         Whirr                                              Leave
89    89   2:04 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                                                               #75                                         Glare                                      Mourning Haze
90    90   2:08 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                                                               #75                                Drop Nineteens                                             Daymom
91    91   2:16 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                     Growing Collection of Leaves in My Front Yard                                      The Tubs                                         Freak Mode
92    92   2:16 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                     Growing Collection of Leaves in My Front Yard                                     2nd Grade                                Made Up My Own Mind
93    93   2:16 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                     Growing Collection of Leaves in My Front Yard                                 Matthew Sweet                                  I've Been Waiting
94    94   2:16 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                     Growing Collection of Leaves in My Front Yard                     Paul Revere & The Raiders                      Him or Me, What's It Gonna Be
95    95   2:16 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                     Growing Collection of Leaves in My Front Yard                                 Matthew Sweet                                  I've Been Waiting
96    96   2:16 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                     Growing Collection of Leaves in My Front Yard                                   The Bangles                            Going Down to Liverpool
97    97   2:31 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                     Growing Collection of Leaves in My Front Yard                                       Squeeze                           Another Nail In My Heart
98    98   2:34 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                     Growing Collection of Leaves in My Front Yard                                    JW Francis                                       Turtle Power
99    99   2:37 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                     Growing Collection of Leaves in My Front Yard                                   Real Estate                                          It's Real
100  100   2:40 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                     Growing Collection of Leaves in My Front Yard                                    Ducks Ltd.                                      Grim Symmetry
101  101   2:47 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                                            Gentle Music Playhouse                                     Peach Pit                                 Every Little Thing
102  102   2:50 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                                            Gentle Music Playhouse                                Counting Crows                                       Hanginaround
103  103   2:55 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                                            Gentle Music Playhouse                               Adrianne Lenker                                     Vampire Empire
104  104   2:58 PM             ENJOY YOUR DAY with Chris      ENJOY YOUR DAY                                                            Gentle Music Playhouse                      The Tallest Man On Earth                                       The Gardener
105  105   3:02 PM                   UNKNOWN FREQUENCIES      ENJOY YOUR DAY                                                            Gentle Music Playhouse                                 First Aid Kit                                            Emmylou
106  106   3:05 PM                   UNKNOWN FREQUENCIES      ENJOY YOUR DAY                                                            Gentle Music Playhouse                                     Tom Petty                                        Wildflowers
107  107   3:09 PM                   UNKNOWN FREQUENCIES      ENJOY YOUR DAY                                                            Gentle Music Playhouse                               Phoebe Bridgers                                      Graceland Too
108  108   3:09 PM                   UNKNOWN FREQUENCIES      ENJOY YOUR DAY                                                            Gentle Music Playhouse                                    Zach Bryan                                                 28
109  109   3:21 PM                   UNKNOWN FREQUENCIES      ENJOY YOUR DAY                                                                  Weather Forecast                                       Onsloow                                             Brakes
110  110   3:24 PM                   UNKNOWN FREQUENCIES      ENJOY YOUR DAY                                                                  Weather Forecast                                      All Dogs                                              Buddy
111  111   3:28 PM                   UNKNOWN FREQUENCIES      ENJOY YOUR DAY                                                                  Weather Forecast                                    Tigers Jaw                                             Commit
112  112   3:31 PM                   UNKNOWN FREQUENCIES      ENJOY YOUR DAY                                                                  Weather Forecast                                      Paramore                                       Ain't It Fun
113  113   3:35 PM                   UNKNOWN FREQUENCIES      ENJOY YOUR DAY                                                                  Weather Forecast                                     Bad Moves                                     Eviction Party
114  114   3:39 PM                   UNKNOWN FREQUENCIES      ENJOY YOUR DAY                                                                  Weather Forecast                               Backseat Dragon                                     sports betting
115  115   3:42 PM                   UNKNOWN FREQUENCIES      ENJOY YOUR DAY                                                                  Weather Forecast                       saturdays at your place                                           pourover
116  116   3:44 PM                   UNKNOWN FREQUENCIES      ENJOY YOUR DAY                                                                  Weather Forecast                               Remember Sports                                 When Morning Comes
117  117   3:47 PM                   UNKNOWN FREQUENCIES      ENJOY YOUR DAY                                                                  Weather Forecast                                     Lifeguard                                 Ministry / Energie
118  118   3:54 PM                   UNKNOWN FREQUENCIES      ENJOY YOUR DAY                                            Next Week is Halloween (Triumph Emoji)                                Monster Magnet                                  Space Lord (Edit)
119  119   4:00 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2                       Regional Justice Center                                Diplomatic Solution
120  120   4:01 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2                                        Skepta                                  Bullet From A Gun
121  121   4:04 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2                                   Little Feat                                Mercenery Territory
122  122   4:09 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2                                  Machine Girl                                              Ghost
123  123   4:12 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2                                     The Knife                                       Marble House
124  124   4:12 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2                         Magnolia Electric Co.                                    Northstar Blues
125  125   4:12 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2                                    Young Thug                                        Best Friend
126  126   4:25 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2            Captain Beefheart & His Magic Band                                          Ella Guru
127  127   4:28 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2                                      Four Tet                                           Slow Jam
128  128   4:28 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2                                     The Armed                                          Blessings
129  129   4:36 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2                                         Break                                              Break
130  130   4:36 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2                                   Otto Benson                                         Corn Syrup
131  131   4:47 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2                                       Pinback                                     Non Photo-Blue
132  132   4:51 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2                                      Sd Laika                                      Great God Pan
133  133   4:56 PM                   UNKNOWN FREQUENCIES          YEAH RIGHT                                                                                #2                                     Blockhead        AAU Tournaments ft. billy woods & Navy Blue
134  134   5:00 PM                            YEAH RIGHT          YEAH RIGHT                                                                                #2                                    Faith Hill                                          This Kiss
135  135   5:03 PM                            YEAH RIGHT          YEAH RIGHT                                                                                #2                                       Crowbar                   Repulsive in its Splendid Beauty
136  136   5:07 PM                            YEAH RIGHT          YEAH RIGHT                                                                                #2                      Nels Cline & Julian Lage                                  Whispers From Eve
137  137   5:07 PM                            YEAH RIGHT          YEAH RIGHT                                                                                #2                  Courtney Barnett & Kurt Vile                                        Blue Cheese
138  138   5:19 PM                            YEAH RIGHT          YEAH RIGHT                                                                                #2                                   Pete Seeger                                  John Brown's Body
139  139   5:22 PM                            YEAH RIGHT          YEAH RIGHT                                                                                #2                                    Dr. Yen Lo                                            Day 912
140  140   5:25 PM                            YEAH RIGHT          YEAH RIGHT                                                                                #2                                Duke Ellington                                       Jeep's Blues
141  141   5:30 PM                            YEAH RIGHT          YEAH RIGHT                                                                                #2                                        Camron                                          Killa Cam
142  142   5:34 PM                            YEAH RIGHT          YEAH RIGHT                                                                                #2                                  King Crimson                                      ccccSeizurecc
143  143   5:34 PM                            YEAH RIGHT          YEAH RIGHT                                                                                #2                                          Jesu                                           Sedation
144  144   5:34 PM                            YEAH RIGHT          YEAH RIGHT                                                                                #2                                Ricky Eat Acid               I can hear the heart breaking as one
145  145   5:50 PM                            YEAH RIGHT          YEAH RIGHT                                                                                #2                                     John Zorn                                The Ancient of Days
146  146   5:50 PM                            YEAH RIGHT          YEAH RIGHT                                                                                #2  lobsterfight, gingerbee, Cicadahead, godfuck                                   desmond the moon
147  147   5:59 PM                            YEAH RIGHT          YEAH RIGHT                                                                                #2                                    tsubi club                                   re:burbank.house
148  148   6:01 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                 Mark Hamilton                       Hello Bonjour Chéz Beets #70
149  149   6:02 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                      Babybird                                                 70
150  150   6:06 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                      The Cure                                              Alone
151  151   6:06 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                   King Hannah                          New York Let’s Do Nothing
152  152   6:16 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                 The Strangler                                     Always The Sun
153  153   6:19 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                Sunflower Bean                                         Twenty Two
154  154   6:19 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                   Will Dailey                                    Make Another Me
155  155   6:29 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                               Phoebe Bridgers                                              Kyoto
156  156   6:32 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                 Spiritualized                                       Soul On Fire
157  157   6:36 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                       Sebadoh                                            On Fire
158  158   6:40 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                  The National                                Tropic Morning News
159  159   6:40 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                   David Bowie                    Survive (Live Manhattan Ctr ‘99
160  160   6:50 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                     PJ Harvey                                      Come On Billy
161  161   6:52 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                 Mark Hamilton                                John Lennon.#9Dream
162  162   6:57 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                         Swans                                   God Damn The Sun
163  163   6:57 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                    St Vincent                                        Hombre Roto
164  164   7:05 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                     Minutemen                                        History Pt2
165  165   7:07 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                        Sparks                    The Girl Is Crying In Her Latte
166  166   7:12 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                          Devo                                         Total Love
167  167   7:12 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                               Mannequin Pussy                                          Loud Bark
168  168   7:20 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                        Pixies                                         Motoroller
169  169   7:23 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                 ROky Erickson                                  I Think Of Demons
170  170   7:23 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                    Jack White                                         Death Wish
171  171   7:29 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                         QOTSA                                God Is On The Radio
172  172   7:29 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                 Willie Nelson                                     Do You Realize
173  173   7:29 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                  Otis Redding                              Cigarettes and Coffee
174  174   7:43 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                Tragically Hip                                       Wait So Long
175  175   7:43 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                      Longwave                                         Tidal Wave
176  176   7:52 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                   Grace Jones                                          Hurricane
177  177   7:52 PM         CHÉZ BEETS with Mark Hamilton          YEAH RIGHT                                                                                #2                                 MAssve Attack                                    Unfinished…edit
178  178   8:02 PM                   DUAL CASSETTE DECK   DUAL CASSETTE DECK                                                                           unknown                                John Carpenter                                           Prologue
179  179   8:03 PM                   DUAL CASSETTE DECK   DUAL CASSETTE DECK                                                                           unknown                                  The Specials                                         Ghost Town
180  180   8:07 PM                   DUAL CASSETTE DECK   DUAL CASSETTE DECK                                                                           unknown                         Screamin' Jay Hawkins                               I Put a Spell On You
